respondent_id,xyz_vaccine,seasonal_vaccine
26869,0.00038288662,0.25781876
26870,0.9650016,0.8337722
26871,0.023628552,0.014679454
26872,0.0030658427,0.11442475
26873,0.079707235,0.74012774
26874,0.06664152,0.11853689
26875,0.3652732,0.8588677
26876,0.008596903,0.053952023
26877,0.0076213335,0.06626858
26878,0.08647336,0.07646128
26879,0.0036325387,0.011837035
26880,0.14080186,0.0802765
26881,0.05547865,0.11690956
26882,1.4332132e-05,0.04304463
26883,0.03649145,0.29786876
26884,0.10847209,0.2633523
26885,0.38522384,0.77944136
26886,0.20474029,0.82698447
26887,0.9346275,0.92854714
26888,0.98279047,0.96429944
26889,0.016843911,0.08798496
26890,0.33746678,0.2066941
26891,0.35438043,0.5289194
26892,0.3179334,0.791597
26893,0.015131169,0.19724661
26894,0.22792457,0.3584906
26895,0.15054166,0.89804333
26896,0.018116074,0.055385556
26897,0.021985924,0.43750787
26898,0.3403062,0.6739764
26899,0.00083576323,0.021151885
26900,0.122283086,0.27456728
26901,0.00280146,0.16693263
26902,0.20579171,0.9042751
26903,0.31816074,0.10528858
26904,0.0033819983,0.33887592
26905,0.6380093,0.8469198
26906,0.0009688197,0.28755465
26907,7.144585e-05,0.49577042
26908,0.09404568,0.7917927
26909,0.29883987,0.14390329
26910,0.0023827597,0.2716205
26911,0.35428768,0.021473767
26912,0.52045196,0.9432575
26913,0.9993448,0.8641743
26914,0.0044240286,0.07469894
26915,0.034227476,0.57930803
26916,0.15416813,0.38523987
26917,0.00010765771,0.016213896
26918,0.7756946,0.9483345
26919,0.13588871,0.64870906
26920,0.05642059,0.12926885
26921,0.0010472239,0.87364674
26922,0.02429412,0.6690011
26923,0.041924834,0.54034233
26924,0.88712364,0.935114
26925,0.00016462331,0.5999165
26926,0.018657992,0.34316915
26927,0.18278837,0.559916
26928,0.07038342,0.4497151
26929,0.21600202,0.17769445
26930,0.31980467,0.83101404
26931,0.0020073196,0.23374361
26932,0.13026524,0.9076618
26933,0.0012595768,0.59225535
26934,0.7839481,0.7028711
26935,0.08127232,0.49035427
26936,0.07194157,0.23109944
26937,0.37931168,0.82158613
26938,0.013011674,0.043919064
26939,0.0006793957,0.056873176
26940,0.056497682,0.089607015
26941,0.106857084,0.487021
26942,0.6485809,0.69433177
26943,0.018017152,0.62083614
26944,0.101796895,0.13127467
26945,0.25727963,0.6791446
26946,0.033911098,0.69817317
26947,0.1058569,0.60061055
26948,0.12018512,0.021666069
26949,0.008370065,0.031573225
26950,0.022177588,0.43865582
26951,0.11572444,0.38065684
26952,0.71153927,0.9489176
26953,0.9764385,0.9735043
26954,0.0065981704,0.1236148
26955,0.23267564,0.62018704
26956,0.043486945,0.25167426
26957,0.0038951817,0.95921254
26958,0.075091414,0.79911923
26959,0.05737348,0.22067858
26960,0.011097261,0.08548928
26961,0.23387733,0.6245702
26962,0.1087629,0.8693702
26963,0.034187794,0.211449
26964,0.00095094834,0.1480814
26965,0.99788785,0.958855
26966,0.008517183,0.024194209
26967,0.09583273,0.46053734
26968,0.0035584555,0.8879039
26969,0.030657476,0.19416194
26970,0.6580154,0.5380502
26971,0.100568555,0.35251448
26972,0.014626271,0.009748972
26973,0.09029842,0.12331335
26974,0.36130354,0.4769178
26975,0.03307388,0.6805218
26976,0.9572007,0.5483246
26977,0.07393284,0.33542818
26978,3.0530595e-07,0.6504917
26979,0.90243536,0.74388707
26980,0.0109941,0.06205993
26981,0.088297166,0.24994422
26982,0.92182523,0.8530799
26983,0.12327453,0.5965681
26984,0.088922575,0.09387197
26985,8.050425e-05,0.05206141
26986,0.058689483,0.35699606
26987,0.19266994,0.17118374
26988,0.16344312,0.041608997
26989,0.45527893,0.7458713
26990,0.0023221513,0.06572371
26991,0.14606875,0.472707
26992,0.34895635,0.4909213
26993,0.07571747,0.8820331
26994,0.21126358,0.5007744
26995,0.16696666,0.5521571
26996,0.6780197,0.29792392
26997,0.043330025,0.046848994
26998,0.008649687,0.041108023
26999,0.4232223,0.43080002
27000,0.046795074,0.37336892
27001,0.018193472,0.8227625
27002,1.4987106e-06,0.05208669
27003,0.00017467819,0.046065483
27004,0.30399173,0.3059606
27005,0.37683392,0.76914144
27006,0.9564919,0.89610845
27007,2.5791733e-06,0.10643853
27008,0.079220764,0.057472628
27009,0.010921826,0.29166013
27010,1.2393907e-05,0.05585751
27011,0.11428813,0.07620044
27012,0.44105628,0.64768434
27013,0.27785072,0.50926876
27014,4.7581185e-08,0.12595773
27015,0.263094,0.22646835
27016,0.2183314,0.30352348
27017,0.30757535,0.7491026
27018,0.10910828,0.30059472
27019,0.9265699,0.961187
27020,0.192332,0.26698408
27021,0.011466895,0.5569943
27022,0.04168413,0.089389324
27023,0.0038783648,0.16584396
27024,0.0072349524,0.2718458
27025,0.16769199,0.06850329
27026,0.004231774,0.24324913
27027,0.012973322,0.8099911
27028,0.26549318,0.91181856
27029,0.3632319,0.24133696
27030,0.18743859,0.27076134
27031,0.39531404,0.8083758
27032,0.1659818,0.6267197
27033,0.41764623,0.7012086
27034,0.00032604922,0.62478584
27035,0.37717396,0.27223724
27036,0.12865849,0.73944247
27037,0.5022186,0.6977397
27038,5.7983187e-05,0.014750642
27039,0.47019237,0.92490077
27040,0.18233146,0.2444595
27041,0.0021819945,0.55907226
27042,0.050627224,0.5094348
27043,0.42412826,0.762073
27044,0.05715565,0.04346802
27045,0.0059961597,0.54335606
27046,0.10620439,0.072317205
27047,0.56892717,0.3755262
27048,0.4321337,0.3891035
27049,0.0043781754,0.8952983
27050,0.0026266214,0.5697504
27051,0.07331888,0.2460527
27052,0.1033857,0.14954455
27053,0.9821178,0.9605548
27054,0.0049070143,0.031201242
27055,0.026126312,0.8509792
27056,0.22194098,0.05822411
27057,2.5599786e-06,0.008131833
27058,0.9993171,0.9148112
27059,0.25807667,0.2094723
27060,0.0019588906,0.5450287
27061,0.091378935,0.5025778
27062,0.0034383552,0.27630067
27063,0.00044249947,0.62487996
27064,0.0067519057,0.4479007
27065,0.006324311,0.4640518
27066,0.014810609,0.56896544
27067,0.6120821,0.77252376
27068,0.9497106,0.910484
27069,0.48048636,0.9496663
27070,0.0030727382,0.022010935
27071,0.081692256,0.087179765
27072,0.17308502,0.29460326
27073,0.036109276,0.8679544
27074,0.027551228,0.2504324
27075,0.49858302,0.8905941
27076,0.9405546,0.8431712
27077,0.06831101,0.13391614
27078,0.30538565,0.86178005
27079,0.41364464,0.92227656
27080,0.08045114,0.33152658
27081,0.0053683096,0.63530254
27082,0.050721295,0.4185266
27083,0.020027243,0.27459404
27084,0.9999635,0.7282208
27085,0.000110449175,0.013462676
27086,0.4045382,0.049581435
27087,0.15780899,0.27423146
27088,0.39862967,0.8000083
27089,0.00034072108,0.18547022
27090,0.585196,0.67175055
27091,0.27890655,0.17553489
27092,0.000103136335,0.23642632
27093,0.114705354,0.23557083
27094,0.00074829144,0.058012296
27095,0.078294896,0.6896075
27096,0.018711017,0.13966525
27097,0.43631834,0.76176524
27098,0.26351675,0.86195636
27099,0.030080382,0.57785124
27100,0.4321337,0.74632645
27101,0.28756613,0.52125275
27102,0.07551722,0.79777277
27103,0.056643404,0.030903894
27104,0.1007912,0.5949128
27105,0.30364734,0.40071094
27106,0.6146741,0.8563934
27107,0.63895977,0.706812
27108,0.4261544,0.27231157
27109,0.0062765847,0.16405274
27110,0.00038781372,0.23818904
27111,0.06770336,0.35233173
27112,0.20305252,0.55028397
27113,0.043198436,0.18143915
27114,0.035187896,0.2119645
27115,0.44590414,0.84870696
27116,0.010839129,0.88039637
27117,0.010033269,0.098423034
27118,0.28893748,0.6328827
27119,0.014361775,0.24618846
27120,0.4808103,0.9754051
27121,0.000585685,0.7737226
27122,0.019813875,0.29438716
27123,0.08368504,0.16763486
27124,0.0039157816,0.027121719
27125,3.3194672e-07,0.019315185
27126,3.0675157e-05,0.049784217
27127,9.1623835e-05,0.062937565
27128,0.18540214,0.45291415
27129,0.02179602,0.56127614
27130,0.1427679,0.2696476
27131,0.032151964,0.10455424
27132,0.83838385,0.93781996
27133,0.16281797,0.6764417
27134,0.23538572,0.9171848
27135,0.4321337,0.70038164
27136,0.091204725,0.55767936
27137,0.002178675,0.0968347
27138,0.32929343,0.59175503
27139,0.12443833,0.082864374
27140,0.972447,0.9413591
27141,0.73213387,0.8873651
27142,0.026336394,0.3681067
27143,0.10877796,0.34696138
27144,0.35126585,0.06522759
27145,0.24265812,0.6591499
27146,0.1234861,0.922689
27147,7.375468e-05,0.22155444
27148,0.00030249977,0.06950267
27149,0.37925884,0.22745776
27150,0.57930017,0.9263012
27151,0.4321337,0.7521594
27152,5.7490283e-08,0.15380603
27153,0.24422863,0.8722253
27154,0.6011617,0.8685293
27155,0.36598772,0.7236743
27156,0.06663285,0.40252
27157,8.8117315e-07,0.4393552
27158,0.12179897,0.40364635
27159,2.2132761e-05,0.14562708
27160,0.17509554,0.24421674
27161,0.6846942,0.3721103
27162,0.0007349402,0.913358
27163,0.96724516,0.33801806
27164,0.38235,0.21548711
27165,0.4321337,0.5959838
27166,0.036015593,0.22158842
27167,0.0042526703,0.31982547
27168,0.2114477,0.6271469
27169,0.76638734,0.52112967
27170,0.35932645,0.8878659
27171,0.08220619,0.4024336
27172,0.001184254,0.88199204
27173,0.21053459,0.5762247
27174,0.024411742,0.03368612
27175,0.07603759,0.0712296
27176,0.401793,0.9618961
27177,0.88580805,0.9303547
27178,0.1410685,0.39492026
27179,0.006136408,0.28299835
27180,0.0023906012,0.4615786
27181,0.0015143573,0.8661464
27182,0.99284524,0.865788
27183,0.025381146,0.56891286
27184,0.00035460637,0.23746328
27185,0.05706234,0.76951563
27186,0.32594386,0.69881034
27187,0.0022288042,0.13039783
27188,0.00058740104,0.3431089
27189,0.14327788,0.68337655
27190,0.8028788,0.85425365
27191,0.18037489,0.92719996
27192,0.8682772,0.7636605
27193,8.7092594e-05,0.063159466
27194,0.0018156775,0.29301932
27195,4.7935996e-06,0.034080252
27196,0.38033104,0.43357447
27197,0.00051289966,0.5984706
27198,0.8707471,0.9799812
27199,0.35860366,0.13769609
27200,0.17675655,0.5313299
27201,0.26912442,0.898377
27202,2.5356348e-06,0.03616893
27203,0.0003147418,0.049860243
27204,1.7059261e-06,0.020371074
27205,0.024846753,0.25398573
27206,0.08109356,0.37974447
27207,0.20265208,0.17523485
27208,0.58949065,0.8526903
27209,0.29966867,0.28652653
27210,0.26730248,0.35389683
27211,0.017706169,0.16549201
27212,0.78926814,0.91760623
27213,0.8717208,0.2541889
27214,0.0066708163,0.043154556
27215,0.40741768,0.78111976
27216,0.08569457,0.8240287
27217,0.013166309,0.22094637
27218,0.60510945,0.95902115
27219,0.23357028,0.6630417
27220,0.14839256,0.3648026
27221,0.24526148,0.69873524
27222,0.19604638,0.6531428
27223,0.000107773885,0.59006023
27224,0.07293847,0.79152006
27225,0.13311823,0.26097223
27226,6.835295e-07,0.19704944
27227,0.33736646,0.52947044
27228,0.6704459,0.8548031
27229,0.07423407,0.89075536
27230,0.09916808,0.9632433
27231,0.076922305,0.91581184
27232,0.0067626974,0.46550947
27233,0.16798556,0.37633517
27234,0.011657121,0.049887333
27235,0.9351102,0.9504533
27236,0.0024172408,0.94418174
27237,0.027818194,0.59048945
27238,0.2797826,0.8314485
27239,0.6329044,0.3335712
27240,0.09171252,0.43766382
27241,0.009046612,0.16035359
27242,0.39320394,0.4302799
27243,0.027195496,0.10552723
27244,0.0012697098,0.075898245
27245,0.16840953,0.3709562
27246,0.99876946,0.9403457
27247,0.3356221,0.93347335
27248,0.034487303,0.55661887
27249,0.3983927,0.67911553
27250,0.03442762,0.23931201
27251,0.05631173,0.3271322
27252,0.07822603,0.6127819
27253,0.13284943,0.89973575
27254,0.923576,0.9800777
27255,0.00087112235,0.31380367
27256,0.49091476,0.9724307
27257,0.16893199,0.6279539
27258,0.5581324,0.8714166
27259,0.9989475,0.88330966
27260,0.1761208,0.4175642
27261,0.2894673,0.73129743
27262,0.15182866,0.2494886
27263,0.08664743,0.118771486
27264,0.014618259,0.16620497
27265,3.1186534e-08,0.066182524
27266,0.017073918,0.22893845
27267,0.0009298792,0.60157466
27268,0.001709241,0.23576921
27269,0.54758626,0.4123747
27270,0.028858783,0.07432638
27271,0.116688356,0.21422201
27272,0.15568124,0.43766215
27273,0.00029997533,0.08199951
27274,0.044975866,0.51597804
27275,0.1615036,0.39847732
27276,1.7616346e-06,0.038910687
27277,0.0015032286,0.839186
27278,0.2506756,0.31677866
27279,0.12427626,0.34562162
27280,0.24892071,0.27968845
27281,0.0014958804,0.3376984
27282,0.009765969,0.8830306
27283,0.007414172,0.011302304
27284,0.33170605,0.32881162
27285,0.056488864,0.45705375
27286,0.094733976,0.3080969
27287,0.13791952,0.76498663
27288,0.44434807,0.7745237
27289,0.56151193,0.37484574
27290,0.03833915,0.06589521
27291,0.8429757,0.80069613
27292,0.0012843052,0.7174169
27293,0.2716033,0.9726129
27294,0.0014272493,0.04014307
27295,0.36043423,0.8724316
27296,0.06618913,0.8182277
27297,0.11434143,0.70739025
27298,0.008745987,0.31863537
27299,0.25935337,0.7842928
27300,0.04026171,0.9410677
27301,7.0145354e-05,0.012446728
27302,0.037660174,0.4730278
27303,0.0059355134,0.07437565
27304,0.22008193,0.80409306
27305,5.4014792e-05,0.0143354945
27306,0.13165978,0.56836784
27307,0.9916956,0.7126727
27308,3.5035675e-05,0.13421321
27309,0.4603528,0.9685084
27310,0.023241322,0.30107662
27311,0.06411314,0.1411564
27312,0.039628875,0.4079789
27313,2.7013675e-05,0.06035009
27314,0.09512927,0.024562761
27315,0.0059615294,0.20621403
27316,0.36721694,0.86930573
27317,0.07079891,0.14265108
27318,0.30640298,0.31132656
27319,0.95559907,0.8395586
27320,0.1913605,0.7611791
27321,0.008582429,0.43729556
27322,0.46851593,0.75109076
27323,0.011832658,0.45824212
27324,0.5330959,0.4423577
27325,0.9530242,0.9526127
27326,0.20254068,0.52342916
27327,0.24240296,0.4355241
27328,0.26879057,0.47822088
27329,0.269059,0.3520024
27330,0.016905274,0.55441487
27331,0.0009673947,0.17399408
27332,0.13875727,0.9323105
27333,0.9995453,0.8179501
27334,0.09313175,0.03151818
27335,0.09969425,0.17943184
27336,0.002204346,0.09196328
27337,0.032172266,0.39791515
27338,0.1818072,0.5196756
27339,0.43169057,0.3186089
27340,0.008133679,0.22545315
27341,0.13809742,0.80960643
27342,0.3611837,0.7001441
27343,0.004912205,0.15131612
27344,0.2932881,0.566296
27345,0.12568122,0.2460228
27346,0.9804662,0.95087314
27347,0.46775854,0.96617955
27348,0.03356736,0.23251925
27349,0.0747844,0.19596165
27350,0.19234097,0.95041317
27351,0.967113,0.9044216
27352,0.053781148,0.3815004
27353,0.008593952,0.048389517
27354,0.26043057,0.6872014
27355,0.36220735,0.5374558
27356,0.3535467,0.5254019
27357,0.01417713,0.36628565
27358,0.2280374,0.7929256
27359,0.083523124,0.8155446
27360,0.13182792,0.38975903
27361,0.016102754,0.96064234
27362,0.41448322,0.50270826
27363,0.41800883,0.330146
27364,0.0077813566,0.50425833
27365,0.07242179,0.6803552
27366,0.80674994,0.67485136
27367,0.13166681,0.5284089
27368,0.006486837,0.4730802
27369,0.00026584245,0.031988986
27370,0.062499244,0.6669421
27371,0.36007679,0.5719567
27372,0.045554917,0.2022243
27373,0.96857214,0.7262424
27374,0.023979628,0.23545505
27375,0.101211354,0.9426553
27376,0.6893518,0.48738724
27377,0.38441673,0.43990636
27378,0.0018629283,0.13188395
27379,0.0071181892,0.14779678
27380,0.092104286,0.9421221
27381,2.494834e-09,0.41587687
27382,0.005275731,0.21024522
27383,0.2350904,0.58607686
27384,0.34728894,0.319591
27385,0.3028904,0.9326551
27386,0.32488412,0.90297496
27387,0.4321337,0.81923616
27388,0.002687923,0.11618271
27389,0.0030812174,0.050543368
27390,1.9723127e-07,0.012919079
27391,0.21736564,0.6853672
27392,0.93920726,0.85019696
27393,4.565385e-12,0.027694156
27394,7.061679e-08,0.32660103
27395,0.7429687,0.46381947
27396,8.361933e-06,0.059824638
27397,0.40106693,0.9404139
27398,0.22289293,0.86657727
27399,0.026046988,0.40787202
27400,0.027036931,0.79717666
27401,0.55442286,0.33231395
27402,0.088113695,0.7153292
27403,0.020287195,0.10406168
27404,0.30819386,0.26130983
27405,0.99496883,0.7941953
27406,0.1969042,0.21516876
27407,0.13968968,0.057720788
27408,0.016886082,0.7039584
27409,0.99465513,0.96615314
27410,0.00067653274,0.29941055
27411,0.3536286,0.23749691
27412,0.036947135,0.85560364
27413,0.048227478,0.242415
27414,0.28070208,0.8084224
27415,0.062146522,0.29489788
27416,0.16977525,0.25832236
27417,0.25491676,0.39219588
27418,0.38745835,0.19705789
27419,0.5437548,0.9354337
27420,0.02148588,0.15156217
27421,0.2912763,0.46020216
27422,0.06932312,0.5716529
27423,0.0007248901,0.27727064
27424,0.27645138,0.5157246
27425,0.18566959,0.59010637
27426,0.33758816,0.29684085
27427,0.024935164,0.31367394
27428,0.038940065,0.2001998
27429,0.20327622,0.12723562
27430,0.0005409285,0.70573354
27431,0.280948,0.6711482
27432,0.014239504,0.6230445
27433,0.07697883,0.8414636
27434,0.11556558,0.3228453
27435,0.26231083,0.6612798
27436,0.14882055,0.1403594
27437,3.2950702e-05,0.088483244
27438,0.08901719,0.3313145
27439,0.038747102,0.3653525
27440,0.12594697,0.20500918
27441,0.922586,0.8899269
27442,0.058180258,0.90482765
27443,2.517841e-05,0.10678306
27444,0.00037236445,0.048720516
27445,0.0003109071,0.033537757
27446,0.01126437,0.093921736
27447,6.484444e-05,0.24350628
27448,0.12787828,0.66376173
27449,2.70795e-05,0.9515917
27450,0.004021527,0.78680694
27451,0.0033171074,0.064669706
27452,0.00024451356,0.049937356
27453,0.05960368,0.87103
27454,0.15959625,0.41623
27455,0.4321337,0.2989881
27456,0.26120022,0.33495045
27457,0.00020439949,0.11332896
27458,0.0086071165,0.49776727
27459,0.06423487,0.20861365
27460,0.10201867,0.86775726
27461,0.0345205,0.09522033
27462,0.0853505,0.5077721
27463,0.23274669,0.3435112
27464,0.8832246,0.64782345
27465,0.99935496,0.92981875
27466,0.023368906,0.017042305
27467,0.00045941054,0.31320938
27468,0.021514539,0.4805632
27469,0.00020726834,0.60263133
27470,0.9865356,0.94306725
27471,0.10865328,0.6400981
27472,0.01809577,0.56795406
27473,0.12097437,0.28658527
27474,0.4165762,0.5999218
27475,3.262125e-05,0.032670964
27476,2.8951887e-05,0.48282838
27477,0.13700111,0.20100738
27478,5.4155855e-05,0.4864366
27479,0.41363668,0.28731298
27480,0.6931615,0.84023255
27481,0.9364424,0.77559495
27482,0.24555568,0.3367205
27483,0.3374665,0.80830467
27484,0.67441475,0.93085706
27485,0.03497356,0.82664204
27486,0.23323981,0.33058184
27487,0.04251994,0.81965536
27488,0.99162626,0.91398966
27489,0.98426145,0.7382293
27490,7.9171105e-07,0.18794647
27491,0.37356564,0.6094812
27492,0.004134282,0.6782887
27493,0.12078513,0.92489934
27494,0.54552037,0.6019101
27495,0.045335717,0.40708905
27496,0.02792723,0.2793667
27497,5.485794e-06,0.015961308
27498,0.017032035,0.5892651
27499,0.13368529,0.9202283
27500,0.020634696,0.8014376
27501,0.0036457186,0.34061712
27502,0.052916992,0.5926318
27503,0.08351948,0.5851213
27504,2.638942e-09,0.013405777
27505,0.00016118425,0.120884225
27506,0.41279706,0.85860115
27507,0.17914653,0.28841928
27508,0.12019773,0.37796637
27509,0.03558869,0.263796
27510,0.9761089,0.37175596
27511,0.11362218,0.6161202
27512,0.0024575992,0.23188078
27513,0.29310745,0.57181215
27514,0.591172,0.7112005
27515,0.052858476,0.5469793
27516,0.28867236,0.8261868
27517,0.0921665,0.0145025635
27518,0.85621464,0.9281467
27519,0.006214742,0.059898723
27520,0.0065663015,0.10850831
27521,0.0022088774,0.16261104
27522,0.047095913,0.14715368
27523,8.48592e-08,0.13417876
27524,0.3335746,0.38739625
27525,0.021884084,0.48213693
27526,0.5327023,0.79333884
27527,0.010740561,0.94981015
27528,0.08909293,0.85453665
27529,0.17427328,0.73442143
27530,0.0012890227,0.023764487
27531,0.08780033,0.17245041
27532,0.1297,0.9485139
27533,0.06414281,0.36400172
27534,0.016742678,0.06471886
27535,0.031457525,0.86664087
27536,0.00094459933,0.40111133
27537,0.98169506,0.83728564
27538,0.0011871493,0.58370423
27539,0.5175781,0.7695163
27540,0.31220767,0.23832887
27541,0.758731,0.92585266
27542,0.0014300573,0.18213196
27543,0.38588345,0.6987828
27544,0.040737785,0.21219538
27545,0.031210272,0.09874954
27546,0.9966624,0.65260553
27547,0.0119645195,0.111117825
27548,0.0035356104,0.9256221
27549,0.07715021,0.8728296
27550,0.10344455,0.26685804
27551,0.45087317,0.54784673
27552,0.03145802,0.80445033
27553,0.058188617,0.40562385
27554,0.7196101,0.352705
27555,6.6066373e-06,0.12880766
27556,0.044823218,0.71146154
27557,0.2905597,0.91043353
27558,0.014032413,0.28600532
27559,0.015586619,0.5313438
27560,0.29241675,0.67784876
27561,0.21270029,0.8318074
27562,0.0074824574,0.685787
27563,0.1625652,0.56104136
27564,0.033171386,0.4030902
27565,0.061386995,0.32977775
27566,0.052020933,0.22884695
27567,1.3782425e-05,0.6201947
27568,0.19839497,0.9353627
27569,0.35412234,0.7770589
27570,0.5263885,0.7825152
27571,0.14205638,0.07636844
27572,4.9079176e-07,0.0069303075
27573,0.13337663,0.18020464
27574,0.15740167,0.5082555
27575,3.4749388e-07,0.21873067
27576,2.4509575e-07,0.067419894
27577,0.14911167,0.49412793
27578,0.119476154,0.57079226
27579,0.24531782,0.6673186
27580,0.35773316,0.6443083
27581,0.063268915,0.15543516
27582,0.019331316,0.08364678
27583,0.282993,0.2004731
27584,0.9781233,0.544912
27585,0.1591315,0.43710417
27586,0.33289248,0.86571395
27587,0.11444854,0.72635424
27588,0.06731741,0.27583572
27589,0.025462482,0.3385156
27590,0.04565491,0.42967165
27591,0.3075547,0.7130816
27592,0.09359819,0.020465426
27593,0.1222038,0.052238625
27594,0.3074229,0.73030627
27595,0.03583678,0.17893
27596,0.0011118259,0.16887827
27597,0.1905583,0.28123742
27598,0.06379585,0.13511215
27599,0.08945588,0.7407631
27600,0.020174794,0.6128622
27601,0.01156548,0.596828
27602,0.93857443,0.90317476
27603,0.0017199524,0.031994496
27604,0.0325532,0.18730803
27605,0.98868,0.4989374
27606,0.13566862,0.23863181
27607,0.4901332,0.58286035
27608,0.016479647,0.42509454
27609,0.10067579,0.68395424
27610,0.5418371,0.67624164
27611,0.00010923398,0.0627518
27612,0.003894869,0.74151003
27613,0.9396714,0.9124122
27614,4.777222e-05,0.2835392
27615,0.29518428,0.9637376
27616,0.00026668754,0.0050350083
27617,0.0041764076,0.3351042
27618,0.07632697,0.38314518
27619,0.15835036,0.4463738
27620,0.3135157,0.5282979
